sect_name,t,source,region,sect_group,gvc,traditional,traditional_jpn.x,traditional_jpn.y
"11-Machinery, nec.",1990,wiodlr,FRA,Manufacturing,0.806959197394515,0.761439168760819,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,GBR,Manufacturing,1.13176718790672,1.02916590747177,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,GRC,Manufacturing,0.166182706515922,0.0860268637889631,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,HKG,Manufacturing,0.838067999993231,0.301667380572702,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,IND,Manufacturing,0.248942767344328,0.105133010480591,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,IRL,Manufacturing,0.979049815852129,0.435159076599832,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,ITA,Manufacturing,1.54022313757396,1.44628174914681,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,JPN,Manufacturing,1.2636852050713,1.48808303056304,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,KOR,Manufacturing,0.410312512697585,0.340566391974994,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,MEX,Manufacturing,0.373001375761435,0.271958354933622,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,NLD,Manufacturing,0.641735244755097,0.594491295948262,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,PRT,Manufacturing,0.463127958518168,0.310925255274041,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,SWE,Manufacturing,1.39874449186577,1.36029888006141,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,TWN,Manufacturing,1.0832313828547,0.71789072542138,1.48808303056304,1.48808303056304
"11-Machinery, nec.",1990,wiodlr,USA,Manufacturing,1.07302124683729,0.968290753836934,1.48808303056304,1.48808303056304
"11-Machinery, nec.",2000,wiodlr,AUS,Manufacturing,0.316036378076478,0.202472493275618,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,AUT,Manufacturing,1.25664029991662,1.0456116654031,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,BEL,Manufacturing,0.687131286473726,0.645560571452566,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,BRA,Manufacturing,0.483357278419124,0.428382401246934,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,CAN,Manufacturing,0.713358430087053,0.529857859423595,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,CHN,Manufacturing,0.596503350839892,0.498761617983957,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,DEU,Manufacturing,1.48226813056815,1.63784163485303,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,DNK,Manufacturing,1.28183790005627,0.941437587794977,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,ESP,Manufacturing,0.60395367358351,0.51625815312156,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,FIN,Manufacturing,1.0105815443969,0.9218592518612,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,FRA,Manufacturing,0.884970464011588,0.772593101651377,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,GBR,Manufacturing,0.978734448040587,0.837842166371176,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,GRC,Manufacturing,0.302773324961302,0.184315577006885,1.85286098719128,1.85286098719128
"11-Machinery, nec.",2000,wiodlr,HKG,Manufacturing,0.652571071536547,0.160391008501748,1.85286098719128,1.85286098719128
